idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time,pickup_time,dropoff_time
128,55,50,8,8930e038ad3ffff,8930e038e4fffff,126.82955936010568,37.20923105124648,126.82347739649352,37.21160083454113,2024-10-24 08:01:29,2024-10-24 08:01:29,2024-10-24 08:06:29.000000000
129,51,39,8,8930e038e4bffff,8930e039d03ffff,126.818797104224,37.21163241851593,126.82200027818416,37.199065484467106,2024-10-24 08:01:45,2024-10-24 08:01:45,2024-10-24 08:07:44.821616754
130,50,50,8,8930e038e4fffff,8930e038e4fffff,126.8224266254044,37.21151355452849,126.82256605282574,37.212864824054485,2024-10-24 08:02:05,2024-10-24 08:02:05,2024-10-24 08:07:05.000000000
131,38,21,8,8930e039d07ffff,8930e039d57ffff,126.82414190741538,37.20223595423687,126.81885838456742,37.19614612819824,2024-10-24 08:02:43,2024-10-24 08:02:43,2024-10-24 08:07:43.000000000
132,7,17,8,8930e039da7ffff,8930e039d77ffff,126.82687627963516,37.20892519236737,126.82713830433632,37.197054962706254,2024-10-24 08:02:52,2024-10-24 08:02:52,2024-10-24 08:07:52.000000000
133,18,51,8,8930e039d73ffff,8930e038e4bffff,126.82263692782804,37.19506684491039,126.8202332554498,37.210625334325705,2024-10-24 08:03:04,2024-10-24 08:03:04,2024-10-24 08:08:04.000000000
134,50,60,8,8930e038e4fffff,8930e038a9bffff,126.82178151479144,37.212884512239725,126.83197437917036,37.213014006546416,2024-10-24 08:03:19,2024-10-24 08:03:19,2024-10-24 08:13:36.384242518
135,37,51,8,8930e039d0bffff,8930e038e4bffff,126.82245929717224,37.19738779791227,126.81876671463598,37.21020942710142,2024-10-24 08:04:06,2024-10-24 08:04:06,2024-10-24 08:09:06.692993112
136,34,50,8,8930e039d17ffff,8930e038e4fffff,126.82208620229538,37.20431025152632,126.82316926980354,37.21213690669469,2024-10-24 08:05:06,2024-10-24 08:05:06,2024-10-24 08:10:06.000000000
137,23,50,8,8930e039d4fffff,8930e038e4fffff,126.82080360134589,37.19149009322116,126.8222389848734,37.21104263387385,2024-10-24 08:05:36,2024-10-24 08:05:36,2024-10-24 08:10:36.000000000
138,56,56,8,8930e038acfffff,8930e038acfffff,126.83528438651342,37.20692086596154,126.83409358605304,37.20522587186573,2024-10-24 08:05:39,2024-10-24 08:05:39,2024-10-24 08:10:39.000000000
139,64,58,8,8930e038a73ffff,8930e038ac7ffff,126.84344412178572,37.20276517579282,126.83467960057084,37.20828347932491,2024-10-24 08:06:03,2024-10-24 08:06:03,2024-10-24 08:11:03.000000000
140,71,50,8,8930e038a0bffff,8930e038e4fffff,126.83912213975069,37.20485880538618,126.82152181998012,37.21276653399567,2024-10-24 08:06:17,2024-10-24 08:06:17,2024-10-24 08:11:17.000000000
141,70,21,8,8930e038a13ffff,8930e039d57ffff,126.83705830285612,37.21008597213243,126.81767878614036,37.19514762759526,2024-10-24 08:06:18,2024-10-24 08:06:18,2024-10-24 08:11:18.000000000
142,71,33,8,8930e038a0bffff,8930e039d23ffff,126.8412668324552,37.20479617271764,126.82839840509163,37.20143134660525,2024-10-24 08:06:33,2024-10-24 08:06:33,2024-10-24 08:11:33.000000000
143,33,21,8,8930e039d23ffff,8930e039d57ffff,126.82981258685923,37.20054767638865,126.81993742941452,37.19597920915355,2024-10-24 08:07:05,2024-10-24 08:07:05,2024-10-24 08:12:05.000000000
144,50,60,8,8930e038e4fffff,8930e038a9bffff,126.82302699928256,37.21052575722058,126.83346581711533,37.213845682270865,2024-10-24 08:07:22,2024-10-24 08:07:22,2024-10-24 08:12:22.000000000
145,71,34,8,8930e038a0bffff,8930e039d17ffff,126.83949790749683,37.205353098356575,126.82036360960625,37.20330805128851,2024-10-24 08:07:47,2024-10-24 08:07:47,2024-10-24 08:14:48.390792830
146,56,32,8,8930e038acfffff,8930e039d27ffff,126.83460429749849,37.20672591304079,126.83239086789716,37.20029520479544,2024-10-24 08:08:47,2024-10-24 08:08:47,2024-10-24 08:13:47.000000000
147,48,48,8,8930e038e67ffff,8930e038e67ffff,126.83115088960052,37.21415108717856,126.82934121329536,37.2153651536337,2024-10-24 08:09:22,2024-10-24 08:09:22,2024-10-24 08:14:22.000000000
148,55,50,8,8930e038ad3ffff,8930e038e4fffff,126.8310184746879,37.208771800440154,126.8217251036606,37.211567094739465,2024-10-24 08:09:27,2024-10-24 08:09:27,2024-10-24 08:15:26.425849476
149,37,3,8,8930e039d0bffff,8930e039db7ffff,126.8216119289987,37.197928086466455,126.82455737994428,37.2111141422503,2024-10-24 08:11:18,2024-10-24 08:11:18,2024-10-24 08:18:05.663849910
150,70,71,8,8930e038a13ffff,8930e038a0bffff,126.83812174290046,37.20936192960475,126.84112147215524,37.20579702808082,2024-10-24 08:11:27,2024-10-24 08:11:27,2024-10-24 08:16:41.040755598
151,50,26,8,8930e038e4fffff,8930e039d43ffff,126.823313768066,37.210680056640214,126.81719851024816,37.19294420643029,2024-10-24 08:11:28,2024-10-24 08:11:28,2024-10-24 08:17:54.723270418
152,37,33,8,8930e039d0bffff,8930e039d23ffff,126.82142088541532,37.19719018435275,126.8300971652235,37.20185788568445,2024-10-24 08:11:42,2024-10-24 08:11:42,2024-10-24 08:16:42.000000000
153,18,54,8,8930e039d73ffff,8930e038ad7ffff,126.8236199641768,37.19612087314973,126.83259096467904,37.20988170017646,2024-10-24 08:12:10,2024-10-24 08:12:10,2024-10-24 08:17:10.000000000
154,37,12,8,8930e039d0bffff,8930e039d8fffff,126.82015488645544,37.19703787415204,126.81976512026505,37.20506834452635,2024-10-24 08:12:40,2024-10-24 08:12:40,2024-10-24 08:17:40.000000000
155,50,55,8,8930e038e4fffff,8930e038ad3ffff,126.82193751452222,37.211394526952795,126.82991382245132,37.20845374173627,2024-10-24 08:12:46,2024-10-24 08:12:46,2024-10-24 08:17:46.000000000
156,50,26,8,8930e038e4fffff,8930e039d43ffff,126.82189704433,37.21134367265583,126.8198097520892,37.19299916055169,2024-10-24 08:12:52,2024-10-24 08:12:52,2024-10-24 08:23:17.910219550
157,37,51,8,8930e039d0bffff,8930e038e4bffff,126.82119299771706,37.19827710673542,126.8191345804037,37.21183324071666,2024-10-24 08:13:55,2024-10-24 08:13:55,2024-10-24 08:18:55.000000000
158,50,39,8,8930e038e4fffff,8930e039d03ffff,126.823027049952,37.210863591718066,126.82060664149527,37.200549775983816,2024-10-24 08:15:16,2024-10-24 08:15:16,2024-10-24 08:20:16.000000000
159,56,38,8,8930e038acfffff,8930e039d07ffff,126.83460500849075,37.204987091792304,126.8238476337026,37.19999705345497,2024-10-24 08:15:52,2024-10-24 08:15:52,2024-10-24 08:20:52.000000000
160,51,37,8,8930e038e4bffff,8930e039d0bffff,126.81901474436332,37.21066802814702,126.82143873827115,37.1986706559936,2024-10-24 08:16:08,2024-10-24 08:16:08,2024-10-24 08:21:08.000000000
161,37,18,8,8930e039d0bffff,8930e039d73ffff,126.82153910010344,37.198603739178715,126.8231488161672,37.19667069808223,2024-10-24 08:16:37,2024-10-24 08:16:37,2024-10-24 08:21:37.000000000
162,64,55,8,8930e038a73ffff,8930e038ad3ffff,126.8416777289582,37.20225159766569,126.8307791272212,37.20951251722516,2024-10-24 08:17:54,2024-10-24 08:17:54,2024-10-24 08:30:40.433638500
163,51,60,8,8930e038e4bffff,8930e038a9bffff,126.82129486087057,37.21031465226637,126.83259908678436,37.21398557730113,2024-10-24 08:17:57,2024-10-24 08:17:57,2024-10-24 08:25:36.989823432
164,58,56,8,8930e038ac7ffff,8930e038acfffff,126.83507873272508,37.2079519967053,126.83528362929675,37.20673542030756,2024-10-24 08:18:00,2024-10-24 08:18:00,2024-10-24 08:23:00.000000000
165,21,39,8,8930e039d57ffff,8930e039d03ffff,126.81948971227892,37.1955709256925,126.82271508505808,37.19988770299526,2024-10-24 08:18:45,2024-10-24 08:18:45,2024-10-24 08:23:45.000000000
166,21,38,8,8930e039d57ffff,8930e039d07ffff,126.8190283309422,37.197319412597835,126.82470513346549,37.20215445240491,2024-10-24 08:19:20,2024-10-24 08:19:20,2024-10-24 08:24:20.000000000
167,11,55,8,8930e039d93ffff,8930e038ad3ffff,126.81391509579952,37.20950523343681,126.83022778118126,37.2088173674013,2024-10-24 08:19:27,2024-10-24 08:19:27,2024-10-24 08:24:27.000000000
168,23,38,8,8930e039d4fffff,8930e039d07ffff,126.82092466417843,37.19203082139534,126.82401562876532,37.20175179408989,2024-10-24 08:19:35,2024-10-24 08:19:35,2024-10-24 08:24:35.000000000
169,37,21,8,8930e039d0bffff,8930e039d57ffff,126.82072143920576,37.197571074738704,126.8189349309688,37.19673889715049,2024-10-24 08:19:56,2024-10-24 08:19:56,2024-10-24 08:24:56.000000000
170,26,38,8,8930e039d43ffff,8930e039d07ffff,126.818215737597,37.19310622599221,126.82489452981144,37.2000326990538,2024-10-24 08:20:18,2024-10-24 08:20:18,2024-10-24 08:25:18.000000000
171,18,50,8,8930e039d73ffff,8930e038e4fffff,126.82378205656644,37.197071012010454,126.82183743763407,37.21132848804577,2024-10-24 08:20:34,2024-10-24 08:20:34,2024-10-24 08:25:34.000000000
172,71,58,8,8930e038a0bffff,8930e038ac7ffff,126.84071742903652,37.2056447296524,126.83521895933788,37.20785196303573,2024-10-24 08:21:05,2024-10-24 08:21:05,2024-10-24 08:28:06.248562428
173,48,50,8,8930e038e67ffff,8930e038e4fffff,126.83199533254422,37.21472687417033,126.82270511347498,37.21160740887608,2024-10-24 08:21:30,2024-10-24 08:21:30,2024-10-24 08:26:30.000000000
174,18,32,8,8930e039d73ffff,8930e039d27ffff,126.82316171592804,37.19556821278691,126.83227486490016,37.20305784800288,2024-10-24 08:21:36,2024-10-24 08:21:36,2024-10-24 08:38:29.341619160
175,50,72,8,8930e038e4fffff,8930e038367ffff,126.82180550881831,37.2118399815734,126.81125327267593,37.20626178276404,2024-10-24 08:22:38,2024-10-24 08:22:38,2024-10-24 08:27:38.000000000
176,51,37,8,8930e038e4bffff,8930e039d0bffff,126.81880965073152,37.209722646900445,126.82257407311532,37.19759283394435,2024-10-24 08:23:10,2024-10-24 08:23:10,2024-10-24 08:28:10.000000000
177,34,26,8,8930e039d17ffff,8930e039d43ffff,126.8216413695176,37.20176056245944,126.8178812639548,37.193297030861,2024-10-24 08:23:31,2024-10-24 08:23:31,2024-10-24 08:28:31.000000000
178,50,48,8,8930e038e4fffff,8930e038e67ffff,126.8232577495059,37.21086101445885,126.8302175721072,37.21508903911383,2024-10-24 08:24:03,2024-10-24 08:24:03,2024-10-24 08:29:03.000000000
179,51,50,8,8930e038e4bffff,8930e038e4fffff,126.8196637036242,37.21110515262011,126.82176974174789,37.21146382417873,2024-10-24 08:24:12,2024-10-24 08:24:12,2024-10-24 08:29:12.000000000
180,39,50,8,8930e039d03ffff,8930e038e4fffff,126.82115182318223,37.20073108511454,126.82188400803206,37.21286124038503,2024-10-24 08:24:36,2024-10-24 08:24:36,2024-10-24 08:32:31.456992936
181,23,18,8,8930e039d4fffff,8930e039d73ffff,126.82027540968654,37.19316648572625,126.82512656556877,37.19519095417553,2024-10-24 08:24:50,2024-10-24 08:24:50,2024-10-24 08:29:50.000000000
182,51,21,8,8930e038e4bffff,8930e039d57ffff,126.81863512131416,37.21150179468033,126.81872945500304,37.19722070905305,2024-10-24 08:24:56,2024-10-24 08:24:56,2024-10-24 08:29:56.000000000
183,50,38,8,8930e038e4fffff,8930e039d07ffff,126.82200394043277,37.21204805434132,126.82347813911524,37.20059163309203,2024-10-24 08:25:20,2024-10-24 08:25:20,2024-10-24 08:30:20.000000000
184,39,51,8,8930e039d03ffff,8930e038e4bffff,126.82203618772868,37.198856661432714,126.81915097266555,37.210164627663694,2024-10-24 08:25:28,2024-10-24 08:25:28,2024-10-24 08:30:28.000000000
185,17,50,8,8930e039d77ffff,8930e038e4fffff,126.8268714316002,37.19608566145691,126.82383992910556,37.21138022368541,2024-10-24 08:25:29,2024-10-24 08:25:29,2024-10-24 08:30:29.000000000
186,60,39,8,8930e038a9bffff,8930e039d03ffff,126.8332195589796,37.21186195499066,126.82223262411988,37.20010003109372,2024-10-24 08:25:51,2024-10-24 08:25:51,2024-10-24 08:30:51.000000000
187,70,26,8,8930e038a13ffff,8930e039d43ffff,126.83795211736155,37.209993755751015,126.8169561372694,37.19318365062744,2024-10-24 08:25:53,2024-10-24 08:25:53,2024-10-24 08:32:40.898338166
188,23,42,8,8930e039d4fffff,8930e039993ffff,126.8205547664702,37.19053419293965,126.8307377896833,37.19561109365775,2024-10-24 08:26:34,2024-10-24 08:26:34,2024-10-24 08:32:40.223542786
189,21,33,8,8930e039d57ffff,8930e039d23ffff,126.81710944007033,37.196146908542914,126.8291120935035,37.20020946793186,2024-10-24 08:27:13,2024-10-24 08:27:13,2024-10-24 08:32:13.000000000
190,51,56,8,8930e038e4bffff,8930e038acfffff,126.82021056382358,37.21172457693884,126.83521525348222,37.20702545348013,2024-10-24 08:27:23,2024-10-24 08:27:23,2024-10-24 08:32:23.000000000
191,37,51,8,8930e039d0bffff,8930e038e4bffff,126.8221801840102,37.19852761426209,126.82043205836672,37.20927409256109,2024-10-24 08:27:42,2024-10-24 08:27:42,2024-10-24 08:32:55.665985800
192,51,32,8,8930e038e4bffff,8930e039d27ffff,126.81850111135206,37.21006182148333,126.83228171840348,37.20118718027711,2024-10-24 08:27:57,2024-10-24 08:27:57,2024-10-24 08:35:39.947136066
193,51,26,8,8930e038e4bffff,8930e039d43ffff,126.81914542328374,37.20948053245212,126.81770964651513,37.193992878458936,2024-10-24 08:28:18,2024-10-24 08:28:18,2024-10-24 08:40:12.910502220
194,39,50,8,8930e039d03ffff,8930e038e4fffff,126.82152959503736,37.20039666421499,126.82284115558475,37.21161081398402,2024-10-24 08:28:32,2024-10-24 08:28:32,2024-10-24 08:33:32.000000000
195,51,71,8,8930e038e4bffff,8930e038a0bffff,126.8198843422264,37.21073000918621,126.84067420809929,37.20569459629973,2024-10-24 08:29:06,2024-10-24 08:29:06,2024-10-24 08:34:06.000000000
196,21,33,8,8930e039d57ffff,8930e039d23ffff,126.81970405756752,37.196463003469006,126.82945989841784,37.19979362901082,2024-10-24 08:29:12,2024-10-24 08:29:12,2024-10-24 08:34:12.000000000
197,50,6,8,8930e038e4fffff,8930e039dabffff,126.8218242274038,37.210558547132734,126.82351908655424,37.20497172204355,2024-10-24 08:30:13,2024-10-24 08:30:13,2024-10-24 08:40:32.238189112
198,51,21,8,8930e038e4bffff,8930e039d57ffff,126.81815521291016,37.21030622730094,126.8180941726279,37.19627236807148,2024-10-24 08:31:04,2024-10-24 08:31:04,2024-10-24 08:38:59.539517902
199,55,51,8,8930e038ad3ffff,8930e038e4bffff,126.83049841706674,37.209127351557555,126.81992692750232,37.21037959744617,2024-10-24 08:31:30,2024-10-24 08:31:30,2024-10-24 08:43:51.325907232
200,50,7,8,8930e038e4fffff,8930e039da7ffff,126.82212901035516,37.21023563056132,126.82827011635422,37.20878850767543,2024-10-24 08:31:47,2024-10-24 08:31:47,2024-10-24 08:36:47.000000000
201,71,54,8,8930e038a0bffff,8930e038ad7ffff,126.8398390986728,37.20373558641786,126.83337984626064,37.20905342569388,2024-10-24 08:31:52,2024-10-24 08:31:52,2024-10-24 08:36:52.000000000
202,21,72,8,8930e039d57ffff,8930e038367ffff,126.81912206062664,37.196880820746046,126.81149153253602,37.20663006470341,2024-10-24 08:32:09,2024-10-24 08:32:09,2024-10-24 08:37:09.000000000
203,38,72,8,8930e039d07ffff,8930e038367ffff,126.82526317871448,37.20092790458972,126.8120939165433,37.208417673218854,2024-10-24 08:33:17,2024-10-24 08:33:17,2024-10-24 08:38:17.000000000
204,17,21,8,8930e039d77ffff,8930e039d57ffff,126.82590981149488,37.19751468673367,126.81784912409675,37.19737877942613,2024-10-24 08:33:38,2024-10-24 08:33:38,2024-10-24 08:38:38.000000000
205,50,38,8,8930e038e4fffff,8930e039d07ffff,126.82261720281514,37.21085907876518,126.82475305152012,37.202246664080874,2024-10-24 08:34:32,2024-10-24 08:34:32,2024-10-24 08:42:15.921148034
206,27,50,8,8930e039d3bffff,8930e038e4fffff,126.82695992412678,37.19827807476948,126.82166713905688,37.21264262165565,2024-10-24 08:34:47,2024-10-24 08:34:47,2024-10-24 08:39:47.000000000
207,29,39,8,8930e039d33ffff,8930e039d03ffff,126.82571209968935,37.201664285758454,126.82159618670944,37.19891444678282,2024-10-24 08:34:48,2024-10-24 08:34:48,2024-10-24 08:39:48.000000000
208,37,4,8,8930e039d0bffff,8930e039db3ffff,126.8210552593849,37.19682710246955,126.82227188831594,37.2084002512729,2024-10-24 08:34:58,2024-10-24 08:34:58,2024-10-24 08:39:58.000000000
209,12,18,8,8930e039d8fffff,8930e039d73ffff,126.81926670521533,37.20607751883232,126.82343622343478,37.19539886108914,2024-10-24 08:35:12,2024-10-24 08:35:12,2024-10-24 08:44:37.041214818
210,32,50,8,8930e039d27ffff,8930e038e4fffff,126.83317539875006,37.20160707621433,126.82198555511184,37.21127609003907,2024-10-24 08:35:35,2024-10-24 08:35:35,2024-10-24 08:40:35.000000000
211,21,58,8,8930e039d57ffff,8930e038ac7ffff,126.81764362365791,37.197062903333666,126.83551564996628,37.20949816042702,2024-10-24 08:35:40,2024-10-24 08:35:40,2024-10-24 08:40:40.000000000
212,23,50,8,8930e039d4fffff,8930e038e4fffff,126.8206089809553,37.19305950716719,126.82250942359484,37.21281074784984,2024-10-24 08:37:28,2024-10-24 08:37:28,2024-10-24 08:42:28.000000000
213,38,3,8,8930e039d07ffff,8930e039db7ffff,126.82376100253526,37.201638769543486,126.8239365350786,37.2093360237774,2024-10-24 08:37:50,2024-10-24 08:37:50,2024-10-24 08:52:39.051874046
214,51,55,8,8930e038e4bffff,8930e038ad3ffff,126.8196091931384,37.20902718992182,126.83098597534848,37.20858755292337,2024-10-24 08:39:04,2024-10-24 08:39:04,2024-10-24 08:44:39.189301996
215,51,26,8,8930e038e4bffff,8930e039d43ffff,126.81910015424552,37.2112766900056,126.81781752172348,37.192579199975974,2024-10-24 08:39:15,2024-10-24 08:39:15,2024-10-24 08:49:52.394005674
216,26,70,8,8930e039d43ffff,8930e038a13ffff,126.81714586807878,37.19382158652843,126.83920074372472,37.20998449256419,2024-10-24 08:39:17,2024-10-24 08:39:17,2024-10-24 08:44:44.033361530
217,70,50,8,8930e038a13ffff,8930e038e4fffff,126.83840084472786,37.21073224277482,126.82251487402132,37.2114470087019,2024-10-24 08:39:18,2024-10-24 08:39:18,2024-10-24 08:44:18.000000000
218,50,37,8,8930e038e4fffff,8930e039d0bffff,126.8221756607852,37.21126561984258,126.82132980226255,37.19800010965723,2024-10-24 08:39:42,2024-10-24 08:39:42,2024-10-24 08:44:42.000000000
219,50,37,8,8930e038e4fffff,8930e039d0bffff,126.82293909140014,37.2119634422837,126.82183626558977,37.19691480863066,2024-10-24 08:40:15,2024-10-24 08:40:15,2024-10-24 08:45:15.000000000
220,10,37,8,8930e039d97ffff,8930e039d0bffff,126.81748341724077,37.209438177227575,126.81998142011726,37.19683128838573,2024-10-24 08:41:42,2024-10-24 08:41:42,2024-10-24 08:52:59.330308794
221,33,59,8,8930e039d23ffff,8930e038ac3ffff,126.82814179834196,37.20084113213477,126.83245189351244,37.207834592534624,2024-10-24 08:41:57,2024-10-24 08:41:57,2024-10-24 08:46:57.000000000
222,39,26,8,8930e039d03ffff,8930e039d43ffff,126.82175538548309,37.20096704947567,126.81692539377003,37.193625493629376,2024-10-24 08:42:00,2024-10-24 08:42:00,2024-10-24 08:47:00.000000000
223,50,37,8,8930e038e4fffff,8930e039d0bffff,126.82143579749028,37.21231339047516,126.8199236928728,37.19754498681332,2024-10-24 08:43:35,2024-10-24 08:43:35,2024-10-24 08:48:35.000000000
224,21,60,8,8930e039d57ffff,8930e038a9bffff,126.81893808639366,37.19668247157491,126.83287314806329,37.21347561616155,2024-10-24 08:44:08,2024-10-24 08:44:08,2024-10-24 08:49:08.000000000
225,23,19,8,8930e039d4fffff,8930e039d67ffff,126.82087867123744,37.19181614349359,126.82906480499967,37.194424490475626,2024-10-24 08:44:32,2024-10-24 08:44:32,2024-10-24 08:49:32.000000000
226,58,37,8,8930e038ac7ffff,8930e039d0bffff,126.83637392434728,37.20905013106877,126.82152519476392,37.19691558679578,2024-10-24 08:44:55,2024-10-24 08:44:55,2024-10-24 08:53:32.523615808
227,26,17,8,8930e039d43ffff,8930e039d77ffff,126.81927491101403,37.194099030142034,126.8266173608698,37.1970916014554,2024-10-24 08:45:01,2024-10-24 08:45:01,2024-10-24 08:50:01.000000000
228,23,37,8,8930e039d4fffff,8930e039d0bffff,126.81988432915249,37.19131335181672,126.8199148250738,37.197501951811425,2024-10-24 08:45:53,2024-10-24 08:45:53,2024-10-24 08:50:53.000000000
229,70,71,8,8930e038a13ffff,8930e038a0bffff,126.83794062482102,37.209847520289,126.83992464537842,37.205467361689,2024-10-24 08:46:14,2024-10-24 08:46:14,2024-10-24 08:51:14.000000000
230,64,51,8,8930e038a73ffff,8930e038e4bffff,126.84230326842064,37.20308598241532,126.8198432960452,37.210389287114914,2024-10-24 08:47:05,2024-10-24 08:47:05,2024-10-24 08:52:05.000000000
231,51,18,8,8930e038e4bffff,8930e039d73ffff,126.8188050902246,37.21088595891297,126.82283753132609,37.19498371404605,2024-10-24 08:48:35,2024-10-24 08:48:35,2024-10-24 08:53:35.000000000
232,51,39,8,8930e038e4bffff,8930e039d03ffff,126.81893867584314,37.210874578528376,126.82058048930313,37.200945382078615,2024-10-24 08:48:40,2024-10-24 08:48:40,2024-10-24 08:53:40.000000000
233,21,48,8,8930e039d57ffff,8930e038e67ffff,126.81762885315408,37.19576990829797,126.8292178784654,37.21425410400677,2024-10-24 08:48:50,2024-10-24 08:48:50,2024-10-24 08:53:50.000000000
234,70,50,8,8930e038a13ffff,8930e038e4fffff,126.83733704379658,37.20957064942741,126.82149250198664,37.21194552993254,2024-10-24 08:49:03,2024-10-24 08:49:03,2024-10-24 08:54:03.000000000
235,37,19,8,8930e039d0bffff,8930e039d67ffff,126.8220762705936,37.19811702628292,126.82782615829156,37.19479368302478,2024-10-24 08:49:33,2024-10-24 08:49:33,2024-10-24 08:54:33.000000000
236,26,48,8,8930e039d43ffff,8930e038e67ffff,126.81912934479767,37.19239144554451,126.82961134221247,37.215638948123235,2024-10-24 08:49:40,2024-10-24 08:49:40,2024-10-24 08:59:27.368414890
237,50,64,8,8930e038e4fffff,8930e038a73ffff,126.82338045327964,37.21111706801919,126.84370582593958,37.20299285002078,2024-10-24 08:50:54,2024-10-24 08:50:54,2024-10-24 08:56:40.918505304
238,50,21,8,8930e038e4fffff,8930e039d57ffff,126.82176225483452,37.2121008434478,126.81975719192783,37.19586001968496,2024-10-24 08:51:19,2024-10-24 08:51:19,2024-10-24 09:03:07.614482500
239,50,50,8,8930e038e4fffff,8930e038e4fffff,126.822339380056,37.21283426105548,126.82097774146747,37.21209917221615,2024-10-24 08:51:30,2024-10-24 08:51:30,2024-10-24 08:56:30.000000000
